id,user,contest,place 
19442,4818,85,32
19443,4819,45,27
19444,4819,64,79
19445,4819,66,165
19446,4820,45,31
19447,4821,45,33
19448,4822,45,39
19449,4822,67,143
19450,4822,121,186
19451,4822,122,120
19452,4822,142,51
19453,4822,164,92
19454,4822,183,15
19455,4823,45,43
19456,4824,45,50
19457,4824,136,181
19458,4825,45,53
19459,4825,121,34
19460,4826,45,54
19461,4826,105,138
19462,4826,117,75
19463,4826,122,69
19464,4826,152,163
19465,4826,167,98
19466,4826,197,174
19467,4827,45,60
19468,4828,45,61
19469,4828,88,129
19470,4829,45,63
19471,4830,45,70
19472,4830,50,96
19473,4831,45,71
19474,4832,45,73
19475,4833,45,78
19476,4833,164,111
19477,4834,45,80
19478,4834,96,183
19479,4834,105,31
19480,4835,45,81
19481,4836,45,84
19482,4836,63,176
19483,4836,121,51
19484,4836,128,56
19485,4836,181,87
19486,4836,183,54
19487,4837,45,85
19488,4838,45,86
19489,4839,45,90
19490,4840,45,92
19491,4841,45,94
19492,4841,107,170
19493,4841,149,55
19494,4841,150,82
19495,4841,165,91
19496,4841,166,178
19497,4842,45,99
19498,4843,45,101
19499,4843,56,129
19500,4843,64,11
19501,4843,66,79
19502,4844,45,104
19503,4845,45,107
19504,4845,96,129
19505,4845,150,138
19506,4845,157,173
19507,4845,165,116
19508,4845,166,118
19509,4845,185,76
19510,4846,45,110
19511,4847,45,111
19512,4847,63,24
19513,4847,64,105
19514,4847,82,23
19515,4847,144,115
19516,4847,176,6
19517,4847,179,165
19518,4847,181,149
19519,4847,190,143
19520,4847,193,35
19521,4847,200,79
19522,4848,45,113
19523,4848,48,67
19524,4849,45,115
19525,4849,48,110
19526,4849,50,35
19527,4849,105,197
19528,4849,117,197
19529,4849,127,126
19530,4849,166,165
19531,4850,45,116
19532,4851,45,122
19533,4852,45,127
19534,4852,102,100
19535,4853,45,128
19536,4853,54,137
19537,4853,62,185
19538,4853,131,198
19539,4854,45,130
19540,4854,113,103
19541,4854,118,64
19542,4855,45,131
19543,4855,82,11
19544,4855,97,99
19545,4855,105,111
19546,4856,45,134
19547,4856,56,40
19548,4856,58,54
19549,4857,45,138
19550,4858,45,139
19551,4859,45,141
19552,4859,161,87
19553,4860,45,142
19554,4861,45,144
19555,4861,82,116
19556,4861,104,36
19557,4861,121,164
19558,4861,127,142
19559,4861,176,40
19560,4862,45,148
19561,4862,67,151
19562,4862,78,7
19563,4862,102,66
19564,4863,45,164
19565,4864,45,166
19566,4864,50,22
19567,4864,51,82
19568,4865,45,171
19569,4866,45,171
19570,4866,79,160
19571,4866,82,159
19572,4866,151,22
19573,4867,45,176
19574,4867,50,200
19575,4867,104,56
19576,4868,45,177
19577,4869,45,188
19578,4869,58,168
19579,4869,64,172
19580,4869,198,123
19581,4870,45,191
19582,4870,87,26
19583,4871,45,197
19584,4871,56,105
19585,4871,105,150
19586,4871,119,110
19587,4871,120,69
19588,4871,128,50
19589,4871,139,37
19590,4871,141,151
19591,4872,45,198
19592,4873,46,1
19593,4874,46,2
19594,4875,46,3
19595,4875,105,123
19596,4875,121,126
19597,4875,138,130
19598,4875,163,142
19599,4875,200,164
19600,4876,46,4
19601,4876,57,24
19602,4877,46,5
19603,4878,46,6
19604,4878,86,129
19605,4878,145,69
19606,4878,169,117
19607,4879,46,7
19608,4880,46,8
19609,4881,46,10
19610,4881,57,27
19611,4882,46,11
19612,4883,46,12
19613,4884,46,13
19614,4884,118,174
19615,4885,46,14
19616,4886,46,15
19617,4886,108,169
19618,4887,46,16
19619,4888,46,17
19620,4888,134,182
19621,4888,136,181
19622,4888,182,153
19623,4889,46,18
19624,4890,46,19
19625,4891,46,19
19626,4892,46,21
19627,4893,46,23
19628,4894,46,25
19629,4895,46,26
19630,4896,46,27
19631,4897,46,28
19632,4897,137,87
19633,4897,196,22
19634,4898,46,28
19635,4899,46,30
19636,4900,46,31
19637,4901,46,34
19638,4902,46,35
19639,4902,50,113
19640,4902,143,165
19641,4902,158,94
19642,4903,46,36
19643,4904,46,37
19644,4905,46,37
19645,4906,46,39
19646,4907,46,41
19647,4907,93,16
19648,4908,46,41
19649,4909,46,43
19650,4910,46,43
19651,4911,46,45
19652,4911,104,78
19653,4911,145,84
19654,4911,199,26
19655,4912,46,46
19656,4913,46,47
19657,4914,46,49
19658,4914,183,108
19659,4915,46,49
19660,4916,46,52
19661,4917,46,53
19662,4917,74,3
19663,4918,46,54
19664,4919,46,55
19665,4920,46,55
19666,4920,90,153
19667,4920,95,13
19668,4920,138,109
19669,4920,155,195
19670,4920,159,67
19671,4920,181,131
19672,4921,46,55
19673,4921,127,117
19674,4921,180,162
19675,4922,46,58
19676,4923,46,59
19677,4924,46,61
19678,4925,46,61
19679,4926,46,63
19680,4927,46,64
19681,4928,46,64
19682,4928,87,145
19683,4929,46,66
19684,4930,46,66
19685,4931,46,68
19686,4932,46,69
19687,4933,46,69
19688,4934,46,71
19689,4935,46,72
19690,4936,46,73
19691,4937,46,74
19692,4938,46,75
19693,4939,46,76
19694,4939,170,167
19695,4940,46,77
19696,4941,46,78
19697,4942,46,79
19698,4942,50,76
19699,4943,46,80
19700,4944,46,80
19701,4945,46,82
19702,4945,61,29
19703,4945,96,139
19704,4945,140,111
19705,4945,198,121
19706,4946,46,83
19707,4947,46,84
19708,4948,46,85
19709,4949,46,87
19710,4949,93,99
19711,4949,111,27
19712,4949,114,118
19713,4949,157,144
19714,4950,46,88
19715,4950,121,21
19716,4950,185,55
19717,4951,46,89
19718,4951,200,186
19719,4952,46,90
19720,4952,87,48
19721,4952,196,75
19722,4953,46,91
19723,4954,46,92
19724,4954,56,49
19725,4954,100,136
19726,4955,46,93
19727,4956,46,93
19728,4956,98,199
19729,4956,156,170
19730,4957,46,95
19731,4958,46,97
19732,4958,119,67
19733,4958,140,81
19734,4958,141,79
19735,4958,196,150
19736,4959,46,99
19737,4960,46,100
19738,4960,168,178
19739,4961,46,101
19740,4962,46,102
19741,4962,86,57
19742,4962,95,127
19743,4962,126,112
19744,4962,134,141
19745,4963,46,102
19746,4963,128,42
19747,4964,46,105
19748,4965,46,107
19749,4965,123,143
19750,4965,196,105
19751,4966,46,108
19752,4966,106,33
19753,4967,46,109
19754,4968,46,110
19755,4969,46,110
19756,4970,46,113
19757,4971,46,114
19758,4972,46,115
19759,4973,46,116
19760,4973,149,172
19761,4974,46,116
19762,4974,91,123
19763,4974,111,108
19764,4975,46,116
19765,4976,46,121
19766,4976,198,140
19767,4977,46,121
19768,4978,46,123
19769,4978,61,38
19770,4978,78,169
19771,4978,87,90
19772,4978,109,138
19773,4978,110,129
19774,4978,139,151
19775,4978,141,113
19776,4978,196,134
19777,4979,46,124
19778,4979,158,200
19779,4979,168,186
19780,4980,46,124
19781,4980,78,34
19782,4980,139,55
19783,4980,141,38
19784,4981,46,124
19785,4982,46,127
19786,4982,60,146
19787,4982,61,184
19788,4982,108,67
19789,4982,110,128
19790,4983,46,127
19791,4984,46,129
19792,4985,46,130
19793,4985,160,27
19794,4986,46,131
19795,4987,46,132
19796,4987,91,52
19797,4988,46,132
19798,4989,46,134
19799,4990,46,135
19800,4991,46,136
19801,4992,46,136
19802,4993,46,136
19803,4993,59,168
19804,4993,147,102
19805,4994,46,139
19806,4994,108,145
19807,4994,151,105
19808,4995,46,139
19809,4995,74,110
19810,4996,46,139
19811,4997,46,143
19812,4998,46,143
19813,4998,74,150
19814,4999,46,146
19815,5000,46,147
19816,5001,46,147
19817,5002,46,149
19818,5003,46,149
19819,5004,46,151
19820,5004,113,192
19821,5004,180,161
19822,5005,46,152
19823,5005,98,143
19824,5005,100,100
19825,5005,199,107
19826,5006,46,152
19827,5007,46,152
19828,5008,46,152
19829,5009,46,156
19830,5010,46,157
19831,5011,46,158
19832,5012,46,159
19833,5012,57,163
19834,5013,46,159
19835,5014,46,161
19836,5014,125,133
19837,5014,132,149
19838,5014,133,82
19839,5015,46,162
19840,5015,125,152
19841,5016,46,163
19842,5016,74,191
19843,5017,46,163
19844,5018,46,163
19845,5019,46,166
19846,5019,176,68
19847,5020,46,167
19848,5020,130,183
19849,5021,46,168
19850,5022,46,168
19851,5023,46,168
19852,5023,110,95
19853,5023,114,89
19854,5023,184,182
19855,5024,46,172
19856,5024,60,155
19857,5024,100,160
19858,5024,185,175
19859,5025,46,172
19860,5026,46,174
19861,5027,46,175
19862,5028,46,175
19863,5029,46,175
19864,5029,168,109
19865,5030,46,178
19866,5030,130,42
19867,5031,46,178
19868,5032,46,180
19869,5033,46,180
19870,5034,46,180
19871,5035,46,183
19872,5035,98,42
19873,5035,114,118
19874,5036,46,184
19875,5037,46,184
19876,5038,46,184
19877,5039,46,184
19878,5040,46,188
19879,5041,46,188
19880,5041,57,110
19881,5041,87,36
19882,5042,46,190
19883,5042,102,61
19884,5043,46,190
19885,5044,46,192
19886,5045,46,192
19887,5045,87,182
19888,5046,46,194
19889,5047,46,194
19890,5048,46,194
19891,5049,46,197
19892,5050,46,197
19893,5050,168,95
19894,5051,46,197
19895,5051,50,184
19896,5051,59,198
19897,5051,199,114
19898,5052,47,27
19899,5052,101,93
19900,5052,157,133
19901,5053,47,33
19902,5053,53,25
19903,5053,89,8
19904,5053,119,81
19905,5053,120,101
19906,5053,138,95
19907,5053,157,29
19908,5053,190,160
19909,5054,47,43
19910,5054,68,65
19911,5054,75,13
19912,5054,85,196
19913,5054,171,179
19914,5055,47,53
19915,5055,49,69
19916,5055,149,172
19917,5055,150,56
19918,5055,157,103
19919,5055,171,27
19920,5055,179,144
19921,5056,47,57
19922,5056,55,17
19923,5057,47,66
19924,5057,60,33
19925,5057,94,47
19926,5058,47,72
19927,5058,60,60
19928,5058,68,179
19929,5058,83,117
19930,5058,85,118
19931,5058,94,33
19932,5058,179,142
19933,5059,47,79
19934,5059,94,147
19935,5059,119,14
19936,5059,120,28
19937,5059,124,47
19938,5059,131,114
19939,5059,146,71
19940,5059,155,144
19941,5059,159,83
19942,5059,179,34
19943,5060,47,80
19944,5061,47,91
19945,5061,68,10
19946,5061,150,1
19947,5062,47,93
19948,5062,62,159
19949,5062,68,176
19950,5062,70,28
19951,5062,77,44
19952,5062,85,128
19953,5062,101,126
19954,5063,47,94
19955,5063,49,37
19956,5064,47,108
19957,5064,51,165
19958,5064,68,172
19959,5064,119,40
19960,5064,120,33
19961,5065,47,109
19962,5065,53,104
19963,5065,55,176
19964,5065,62,174
19965,5065,77,90
19966,5065,92,169
19967,5065,103,89
19968,5065,124,70
19969,5065,146,111
19970,5066,47,121
19971,5066,55,55
19972,5066,68,54
19973,5066,70,148
19974,5066,83,49
19975,5066,191,66
19976,5066,197,19
19977,5067,47,122
19978,5067,85,97
19979,5067,112,14
19980,5067,165,12
19981,5067,166,1
19982,5067,167,28
19983,5068,47,136
19984,5068,68,165
19985,5068,70,96
19986,5068,92,51
19987,5068,94,122
19988,5068,140,33
19989,5069,47,138
19990,5069,191,45
19991,5070,47,148
19992,5070,60,6
19993,5070,68,126
19994,5070,70,58
19995,5070,77,42
19996,5070,92,133
19997,5070,99,118
19998,5070,107,56
19999,5070,191,135
20000,5071,47,151
20001,5071,138,46
20002,5071,139,12
20003,5071,146,78
20004,5072,47,153
20005,5073,47,154
20006,5073,141,6
20007,5074,47,156
20008,5075,47,158
20009,5075,77,178
20010,5075,92,24
20011,5075,112,66
20012,5075,146,139
20013,5076,47,168
20014,5077,47,173
20015,5078,47,176
20016,5078,99,79
20017,5078,124,59
20018,5078,179,152
20019,5079,47,182
20020,5080,47,186
20021,5080,112,163
20022,5080,157,54
20023,5081,47,192
20024,5081,190,127
20025,5082,47,197
20026,5083,47,198
20027,5083,53,2
20028,5083,55,10
20029,5083,62,10
20030,5083,83,13
20031,5084,47,199
20032,5085,48,2
20033,5085,51,2
20034,5086,48,4
20035,5087,48,6
20036,5087,50,13
20037,5087,77,161
20038,5087,83,81
20039,5087,85,64
20040,5087,150,56
20041,5088,48,7
20042,5088,50,84
20043,5088,82,149
20044,5089,48,9
20045,5090,48,20
20046,5090,126,165
20047,5090,129,143
20048,5091,48,21
20049,5091,143,106
20050,5092,48,22
20051,5092,60,35
20052,5092,61,194
20053,5092,109,79
20054,5093,48,24
20055,5093,51,47
20056,5093,66,102
20057,5093,101,137
20058,5094,48,26
20059,5095,48,32
20060,5096,48,38
20061,5096,133,149
20062,5096,156,17
20063,5097,48,40
20064,5097,51,57
20065,5098,48,41
20066,5098,54,16
20067,5098,131,150
20068,5098,146,51
20069,5099,48,42
20070,5099,164,114
20071,5099,169,3
20072,5100,48,43
20073,5100,118,65
20074,5101,48,48
20075,5101,79,95
20076,5101,82,22
20077,5101,88,36
20078,5102,48,54
20079,5102,50,17
20080,5103,48,55
20081,5103,55,181
20082,5103,77,173
20083,5104,48,56
20084,5104,62,167
20085,5104,103,90
20086,5104,107,183
20087,5104,190,67
20088,5104,191,151
20089,5105,48,58
20090,5105,50,122
20091,5105,151,176
20092,5106,48,68
20093,5106,78,2
20094,5106,79,89
20095,5106,107,191
20096,5106,122,187
20097,5106,152,188
20098,5106,163,140
20099,5107,48,69
20100,5107,66,134
20101,5107,76,22
20102,5107,163,110
20103,5107,181,101
20104,5107,200,24
20105,5108,48,72
20106,5108,200,116
20107,5109,48,77
20108,5110,48,78
20109,5111,48,81
20110,5111,58,199
20111,5111,66,123
20112,5111,82,74
20113,5111,97,113
20114,5111,114,16
20115,5111,117,55
20116,5111,122,15
20117,5111,136,119
20118,5112,48,82
20119,5112,51,113
20120,5112,75,149
20121,5112,105,164
20122,5112,107,167
20123,5112,121,183
20124,5112,156,54
20125,5112,190,139
20126,5112,200,156
20127,5113,48,85
20128,5114,48,91
20129,5114,50,124
20130,5114,56,102
20131,5114,58,149
20132,5114,66,183
20133,5115,48,92
20134,5115,121,200
20135,5115,139,57
20136,5116,48,93
20137,5117,48,94
20138,5118,48,96
20139,5119,48,98
20140,5119,76,70
20141,5119,182,173
20142,5120,48,99
20143,5120,85,96
20144,5121,48,101
20145,5121,128,98
20146,5122,48,102
20147,5122,88,70
20148,5122,134,42
20149,5122,149,102
20150,5122,165,136
20151,5123,48,103
20152,5123,50,177
20153,5123,60,59
20154,5123,61,95
20155,5123,62,165
20156,5123,79,91
20157,5123,94,19
20158,5123,128,12
20159,5123,154,41
20160,5124,48,107
20161,5125,48,108
20162,5125,93,88
20163,5125,111,75
20164,5126,48,111
20165,5126,156,76
20166,5127,48,112
20167,5127,66,140
20168,5127,97,151
20169,5127,146,183
20170,5127,161,179
20171,5127,193,137
20172,5128,48,113
20173,5128,56,4
20174,5129,48,115
20175,5129,51,165
20176,5130,48,117
20177,5130,61,66
20178,5130,94,91
20179,5131,48,118
20180,5131,50,6
20181,5131,58,189
20182,5131,128,35
20183,5131,181,113
20184,5131,200,69
20185,5132,48,120
20186,5132,51,168
20187,5132,58,66
20188,5132,64,17
20189,5133,48,121
20190,5133,154,162
20191,5134,48,122
20192,5134,75,182
20193,5134,76,172
20194,5135,48,124
20195,5135,165,181
20196,5135,166,104
20197,5136,48,133
20198,5137,48,136
20199,5138,48,139
20200,5139,48,141
20201,5139,96,19
20202,5139,114,22
20203,5139,135,28
20204,5139,142,86
20205,5140,48,143
20206,5140,139,17
20207,5140,182,146
20208,5141,48,144
20209,5142,48,151
20210,5143,48,151
20211,5143,50,89
20212,5143,63,101
20213,5144,48,151
20214,5144,66,81
20215,5144,159,160
20216,5144,166,118
20217,5145,48,155
20218,5145,134,9
20219,5146,48,156
20220,5146,51,83
20221,5146,90,123
20222,5146,94,20
20223,5146,109,12
20224,5146,122,24
20225,5146,129,153
20226,5146,138,15
20227,5146,155,17
20228,5146,167,116
20229,5146,171,119
20230,5146,181,35
20231,5146,190,85
20232,5146,191,148
20233,5147,48,158
20234,5147,79,83
20235,5147,133,94
20236,5147,143,38
20237,5148,48,160
20238,5149,48,161
20239,5150,48,163
20240,5150,51,160
20241,5150,88,5
20242,5150,126,110
20243,5150,135,61
20244,5150,149,189
20245,5150,165,181
20246,5150,166,166
20247,5150,169,57
20248,5150,190,187
20249,5151,48,166
20250,5151,84,138
20251,5152,48,170
20252,5152,78,178
20253,5152,84,36
20254,5152,100,45
20255,5152,185,111
20256,5152,199,14
20257,5153,48,173
20258,5154,48,174
20259,5155,48,175
20260,5155,66,139
20261,5155,95,110
20262,5155,97,128
20263,5156,48,181
20264,5156,100,150
20265,5156,133,194
20266,5157,48,182
20267,5157,50,127
20268,5158,48,185
20269,5159,48,187
20270,5160,48,190
20271,5160,51,142
20272,5161,48,192
20273,5161,92,156
20274,5161,119,159
20275,5161,120,116
20276,5161,142,151
20277,5162,48,192
20278,5163,48,192
20279,5163,112,167
20280,5164,48,198
20281,5164,54,123
20282,5164,129,118
20283,5164,185,79
20284,5165,48,200
20285,5165,164,197
20286,5166,49,61
20287,5166,101,106
20288,5166,179,52
20289,5167,49,68
20290,5168,49,80
20291,5168,75,192
20292,5168,107,113
20293,5169,49,82
20294,5170,49,86
20295,5170,58,56
20296,5170,70,136
20297,5170,77,28
20298,5171,49,88
20299,5172,49,96
20300,5172,68,68
20301,5172,70,47
20302,5172,99,174
20303,5172,107,117
20304,5172,112,89
20305,5172,124,95
20306,5172,146,17
20307,5173,49,104
20308,5173,66,60
20309,5173,75,197
20310,5173,114,84
20311,5173,117,189
20312,5173,170,11
20313,5174,49,110
20314,5174,82,18
20315,5175,49,113
20316,5175,55,114
20317,5176,49,118
20318,5176,66,67
20319,5176,90,85
20320,5176,114,3
20321,5177,49,127
20322,5177,77,160
20323,5177,105,132
20324,5178,49,129
20325,5179,49,132
20326,5179,112,165
20327,5179,131,62
20328,5179,146,120
20329,5179,157,87
20330,5179,191,90
20331,5180,49,134
20332,5181,49,137
20333,5181,58,106
20334,5181,60,22
20335,5181,61,155
20336,5181,119,125
20337,5181,120,198
20338,5182,49,138
20339,5183,49,138
20340,5184,49,147
20341,5184,82,72
20342,5184,99,187
20343,5184,144,107
20344,5185,49,162
20345,5186,49,170
20346,5187,49,177
20347,5187,55,104
20348,5187,70,127
20349,5187,99,76
20350,5187,124,129
20351,5188,49,184
20352,5189,49,187
20353,5190,49,194
20354,5190,68,152
20355,5190,107,126
20356,5190,152,106
20357,5190,157,112
20358,5191,49,195
20359,5191,131,116
20360,5191,138,185
20361,5191,197,176
20362,5192,49,198
20363,5192,55,172
20364,5193,50,1
20365,5194,50,3
20366,5194,55,120
20367,5194,197,156
20368,5195,50,4
20369,5196,50,5
20370,5196,53,192
20371,5197,50,9
20372,5197,166,89
20373,5197,170,107
20374,5198,50,10
20375,5199,50,11
20376,5199,58,55
20377,5199,66,98
20378,5199,79,5
20379,5199,90,39
20380,5199,92,160
20381,5199,97,76
20382,5199,101,156
20383,5199,122,46
20384,5199,159,33
20385,5200,50,11
20386,5201,50,16
20387,5201,134,31
20388,5202,50,18
20389,5202,51,59
20390,5202,117,49
20391,5203,50,18
20392,5203,95,86
20393,5204,50,21
20394,5205,50,24
20395,5206,50,25
20396,5206,105,194
20397,5207,50,26
20398,5208,50,27
20399,5209,50,28
20400,5210,50,29
20401,5210,66,105
20402,5210,121,15
20403,5211,50,30
20404,5211,119,141
20405,5211,126,188
20406,5211,133,66
20407,5211,154,6
20408,5211,170,142
20409,5212,50,31
20410,5212,64,98
20411,5212,88,195
20412,5212,149,172
20413,5212,165,168
20414,5212,166,72
20415,5212,193,196
20416,5212,197,164
20417,5213,50,32
20418,5214,50,34
20419,5214,90,199
20420,5214,95,67
20421,5215,50,35
20422,5215,84,184
20423,5216,50,38
20424,5217,50,39
20425,5217,67,155
20426,5217,79,196
20427,5217,100,20
20428,5217,127,40
20429,5217,142,189
20430,5218,50,43
20431,5218,135,83
20432,5219,50,44
20433,5219,64,108
20434,5220,50,46
20435,5221,50,47
20436,5221,63,118
20437,5222,50,48
20438,5223,50,49
20439,5223,119,117
20440,5224,50,51
20441,5224,64,141
20442,5224,131,184
20443,5224,199,169
20444,5225,50,52
20445,5225,78,114
20446,5226,50,54
20447,5227,50,55
20448,5227,139,140
20449,5228,50,58
20450,5228,54,113
20451,5228,64,170
20452,5228,67,159
20453,5228,79,139
20454,5228,117,157
20455,5229,50,59
20456,5229,114,189
20457,5230,50,60
20458,5230,54,10
20459,5230,67,164
20460,5230,96,194
20461,5230,161,111
20462,5230,190,148
20463,5231,50,62
20464,5231,64,136
20465,5231,111,151
20466,5231,114,45
20467,5231,117,51
20468,5231,200,149
20469,5232,50,64
20470,5233,50,66
20471,5233,95,27
20472,5233,125,164
20473,5234,50,67
20474,5234,93,141
20475,5234,135,59
20476,5234,199,53
20477,5235,50,69
20478,5236,50,71
20479,5236,182,132
20480,5237,50,72
20481,5238,50,75
20482,5238,84,96
20483,5239,50,79
20484,5239,113,137
20485,5239,125,183
20486,5239,141,134
20487,5240,50,82
20488,5240,54,187
20489,5240,102,17
20490,5240,111,188
20491,5240,143,60
20492,5240,164,70
20493,5240,183,142
20494,5240,185,24
20495,5241,50,85
20496,5241,128,149
20497,5241,143,117
20498,5241,152,67
20499,5241,157,139
20500,5241,165,91
20501,5241,166,147
20502,5242,50,86
20503,5243,50,87
20504,5244,50,91
20505,5245,50,92
20506,5246,50,95
20507,5247,50,97
20508,5248,50,98
20509,5248,54,155
20510,5248,104,127
20511,5249,50,102
20512,5250,50,103
20513,5250,76,175
20514,5251,50,104
20515,5251,56,138
20516,5251,61,60
20517,5252,50,105
20518,5253,50,109
20519,5254,50,109
20520,5254,86,71
20521,5255,50,115
20522,5256,50,119
20523,5257,50,125
20524,5258,50,128
20525,5258,104,134
20526,5259,50,131
20527,5260,50,131
20528,5261,50,133
20529,5262,50,134
20530,5262,79,118
20531,5262,95,107
20532,5262,126,36
20533,5262,161,139
20534,5262,166,153
20535,5263,50,135
20536,5264,50,136
20537,5264,56,101
20538,5265,50,136
20539,5265,127,190
20540,5266,50,138
20541,5267,50,140
20542,5267,84,53
20543,5267,130,22
20544,5267,165,136
20545,5267,166,157
20546,5268,50,141
20547,5269,50,142
20548,5270,50,146
20549,5270,113,15
20550,5270,160,170
20551,5270,184,140
20552,5270,199,65
20553,5271,50,147
20554,5272,50,151
20555,5272,51,151
20556,5272,58,198
20557,5272,67,186
20558,5272,75,134
20559,5272,96,137
20560,5272,122,197
20561,5272,143,32
20562,5273,50,152
20563,5273,199,86
20564,5274,50,153
20565,5275,50,154
20566,5275,88,8
20567,5276,50,159
20568,5277,50,163
20569,5277,104,187
20570,5278,50,164
20571,5279,50,165
20572,5279,63,97
20573,5280,50,167
20574,5280,61,26
20575,5281,50,168
20576,5282,50,173
20577,5282,93,112
20578,5282,97,186
20579,5282,132,3
20580,5283,50,174
20581,5283,56,139
20582,5284,50,176
20583,5285,50,180
20584,5285,59,139
20585,5285,98,13
20586,5285,125,19
20587,5286,50,181
20588,5286,56,148
20589,5286,111,163
20590,5287,50,182
20591,5287,67,137
20592,5287,140,117
20593,5288,50,187
20594,5288,114,22
20595,5289,50,189
20596,5289,56,17
20597,5289,64,49
20598,5290,50,195
20599,5290,58,94
20600,5290,170,175
20601,5290,200,147
20602,5291,50,196
20603,5292,50,196
20604,5292,51,188
20605,5292,56,77
20606,5292,84,113
20607,5292,180,7
20608,5293,50,196
20609,5293,160,164
20610,5294,50,199
20611,5295,51,5
20612,5295,129,28
20613,5295,131,24
20614,5296,51,6
20615,5296,144,163
20616,5297,51,22
20617,5297,60,47
20618,5297,97,21
20619,5297,105,130
20620,5297,109,16
20621,5298,51,30
20622,5298,61,34
20623,5298,96,144
20624,5298,102,88
20625,5299,51,37
20626,5300,51,42
20627,5301,51,52
20628,5302,51,54
20629,5303,51,54
20630,5303,75,112
20631,5303,94,101
20632,5303,107,153
20633,5303,118,125
20634,5304,51,54
20635,5304,139,150
20636,5305,51,59
20637,5305,111,46
20638,5305,169,100
20639,5305,181,190
20640,5305,185,152
20641,5306,51,67
20642,5307,51,68
20643,5307,90,142
20644,5308,51,72
20645,5308,56,10
20646,5308,62,148
20647,5309,51,77
20648,5309,143,81
20649,5310,51,79
20650,5311,51,84
20651,5311,58,11
20652,5311,105,150
20653,5311,107,24
20654,5312,51,86
20655,5312,62,107
20656,5312,77,67
20657,5312,112,176
20658,5312,138,154
20659,5312,146,48
20660,5312,167,55
20661,5312,200,22
20662,5313,51,87
20663,5314,51,91
20664,5314,133,12
20665,5315,51,94
20666,5316,51,96
20667,5316,66,86
20668,5316,95,166
20669,5316,117,94
20670,5317,51,97
20671,5317,55,137
20672,5317,62,42
20673,5317,66,67
20674,5317,70,48
20675,5317,75,17
20676,5317,90,15
20677,5317,94,95
20678,5317,97,34
20679,5317,99,166
20680,5317,105,96
20681,5317,122,44
20682,5317,129,159
20683,5317,139,172
20684,5317,163,70
20685,5317,171,107
20686,5317,190,107
20687,5317,191,39
20688,5318,51,99
20689,5318,67,69
20690,5319,51,101
20691,5319,58,82
20692,5319,191,102
20693,5320,51,106
20694,5320,160,16
20695,5321,51,107
20696,5321,75,98
20697,5321,122,73
20698,5321,199,156
20699,5322,51,109
20700,5322,170,167
20701,5323,51,109
20702,5323,88,98
20703,5323,127,9
20704,5324,51,109
20705,5324,122,175
20706,5325,51,113
20707,5325,58,133
20708,5326,51,113
20709,5326,79,115
20710,5326,82,187
20711,5327,51,113
20712,5327,67,105
20713,5327,84,59
20714,5327,126,161
20715,5327,132,41
20716,5327,165,116
20717,5327,181,144
20718,5328,51,113
20719,5329,51,120
20720,5330,51,127
20721,5331,51,135
20722,5331,94,124
20723,5331,143,80
20724,5332,51,135
20725,5332,64,107
20726,5333,51,139
20727,5333,64,69
20728,5333,105,120
20729,5333,151,9
20730,5333,181,77
20731,5334,51,143
20732,5334,53,96
20733,5334,75,113
20734,5334,83,155
20735,5335,51,146
20736,5335,55,56
20737,5335,85,109
20738,5335,89,143
20739,5335,112,169
20740,5335,138,82
20741,5335,166,84
20742,5336,51,146
20743,5336,122,105
20744,5336,156,134
20745,5336,165,39
20746,5336,166,67
20747,5337,51,153
20748,5337,82,125
20749,5338,51,155
20750,5338,169,93
20751,5339,51,156
20752,5340,51,157
20753,5340,54,68
20754,5341,51,158
20755,5342,51,164
20756,5342,111,22
20757,5342,138,178
20758,5342,144,160
20759,5342,181,159
20760,5342,190,172
20761,5342,193,31
20762,5342,197,188
20763,5343,51,171
20764,5344,51,173
20765,5345,51,176
20766,5346,51,178
20767,5346,76,119
20768,5346,121,42
20769,5346,163,83
20770,5347,51,184
20771,5347,90,189
20772,5348,51,184
20773,5348,101,198
20774,5348,105,162
20775,5348,117,195
20776,5348,151,69
20777,5349,51,187
20778,5349,121,91
20779,5350,51,189
20780,5350,93,94
20781,5350,183,189
20782,5351,51,190
20783,5352,51,191
20784,5352,96,44
20785,5352,124,190
20786,5353,51,192
20787,5354,51,198
20788,5355,53,10
20789,5355,55,79
20790,5355,62,33
20791,5356,53,19
20792,5357,53,24
20793,5357,75,166
20794,5357,89,102
20795,5357,99,6
20796,5357,101,29
20797,5358,53,61
20798,5358,58,33
20799,5358,66,32
20800,5358,70,176
20801,5358,75,197
20802,5358,97,159
20803,5358,109,19
20804,5358,124,46
20805,5359,53,74
20806,5359,99,190
20807,5359,124,80
20808,5359,171,190
20809,5360,53,75
20810,5360,60,78
20811,5360,83,24
20812,5361,53,88
20813,5362,53,105
20814,5362,62,59
20815,5362,68,49
20816,5362,83,168
20817,5362,92,149
20818,5363,53,118
20819,5364,53,119
20820,5364,70,142
20821,5364,90,89
20822,5364,92,110
20823,5364,101,116
20824,5364,103,17
20825,5364,105,35
20826,5364,114,101
20827,5364,131,108
20828,5364,155,180
20829,5364,159,30
20830,5364,190,109
20831,5364,191,54
20832,5365,53,123
20833,5365,75,130
20834,5365,83,132
20835,5365,122,66
20836,5365,171,163
20837,5366,53,125
20838,5366,124,98
20839,5366,141,195
20840,5367,53,126
